District	Machine	Count	Name	Type	Election
D9	M2	55	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D10	M1	42	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D10	M2	33	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M1	48	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M2	54	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M3	77	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D12	M1	57	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D12	M2	41	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D13	M1	112	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D13	M2	83	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D14	M1	47	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D14	M2	33	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D15	M1	54	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D15	M2	51	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D16	M1	48	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D16	M2	60	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D17	M1	63	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D17	M2	26	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D18	M1	67	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D18	M2	57	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D19	M1	71	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D19	M2	33	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D20	M1	31	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D20	M2	77	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D21	M1	58	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D21	M2	54	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D22	M1	55	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D22	M2	30	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	248	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
Prov	Prov	19	Afsheen Shamsi	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M1	35	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M2	61	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M3	44	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D2	M1	51	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D2	M2	36	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D3	M1	48	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D3	M2	59	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D4	M1	42	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D4	M2	44	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D5	M1	51	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D5	M2	23	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D6	M1	67	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D6	M2	29	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D7	M1	38	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D7	M2	26	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D8	M1	17	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D8	M2	81	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D9	M1	55	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D9	M2	47	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D10	M1	45	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D10	M2	28	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M1	47	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M2	52	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M3	75	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D12	M1	47	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D12	M2	32	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D13	M1	104	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D13	M2	78	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D14	M1	59	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D14	M2	46	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D15	M1	53	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D15	M2	50	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D16	M1	47	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D16	M2	60	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D17	M1	59	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D17	M2	16	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D18	M1	56	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D18	M2	32	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D19	M1	56	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D19	M2	30	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D20	M1	38	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D20	M2	74	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D21	M1	41	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D21	M2	40	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D22	M1	65	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D22	M2	35	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	277	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
Prov	Prov	21	Connie Witter	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M1	37	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M2	66	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M3	40	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D2	M1	54	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D2	M2	42	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D3	M1	51	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D3	M2	64	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D4	M1	47	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D4	M2	45	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D5	M1	69	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D5	M2	26	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D6	M1	64	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D6	M2	33	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D7	M1	21	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D7	M2	31	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D8	M1	17	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D8	M2	73	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D9	M1	47	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D9	M2	40	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D10	M1	40	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D10	M2	31	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M1	52	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M2	54	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M3	69	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D12	M1	45	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D12	M2	34	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D13	M1	120	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D13	M2	83	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D14	M1	66	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D14	M2	41	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D15	M1	62	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D15	M2	59	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D16	M1	51	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D16	M2	58	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D17	M1	66	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D17	M2	31	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D18	M1	62	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D18	M2	47	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D19	M1	51	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D19	M2	24	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D20	M1	37	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D20	M2	76	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D21	M1	38	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D21	M2	48	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D22	M1	64	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D22	M2	41	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	293	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
Prov	Prov	25	Justin Doran	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M1	33	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M2	57	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M3	67	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D2	M1	44	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D2	M2	36	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D3	M1	47	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D3	M2	47	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D4	M1	45	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D4	M2	41	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D5	M1	62	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D5	M2	29	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D6	M1	69	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D6	M2	33	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D7	M1	36	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D7	M2	35	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D8	M1	32	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D8	M2	94	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D9	M1	70	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D9	M2	76	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D10	M1	45	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D10	M2	42	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M1	62	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M2	71	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D11	M3	105	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D12	M1	67	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D12	M2	47	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D13	M1	147	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D13	M2	97	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D14	M1	76	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D14	M2	55	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D15	M1	60	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D15	M2	63	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D16	M1	54	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D16	M2	66	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D17	M1	71	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D17	M2	31	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D18	M1	73	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D18	M2	57	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D19	M1	76	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D19	M2	34	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D20	M1	35	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D20	M2	92	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D21	M1	57	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D21	M2	59	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D22	M1	67	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D22	M2	44	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	322	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
Prov	Prov	18	Fern M. Spruill	Princeton BOE	Princeton - ELECTION - November 4, 2014
D1	M1	57	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D1	M2	101	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D1	M3	79	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D2	M1	81	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D2	M2	67	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D3	M1	74	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D3	M2	90	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D4	M1	72	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D4	M2	84	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D5	M1	105	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D5	M2	43	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D6	M1	113	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D6	M2	61	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D7	M1	40	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D7	M2	41	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D8	M1	26	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D8	M2	116	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D9	M1	57	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D9	M2	59	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D10	M1	64	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D10	M2	54	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D11	M1	77	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D11	M2	99	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D11	M3	119	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D12	M1	80	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D12	M2	48	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D13	M1	77	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D13	M2	112	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D14	M1	92	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D14	M2	69	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D15	M1	68	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D15	M2	90	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D16	M1	73	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D16	M2	101	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D17	M1	98	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D17	M2	37	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D18	M1	104	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D18	M2	70	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D19	M1	95	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D19	M2	46	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D20	M1	59	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D20	M2	105	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D21	M1	75	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D21	M2	65	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D22	M1	104	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D22	M2	63	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	411	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
Prov	Prov	29	YES	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D1	M1	31	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D1	M2	64	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D1	M3	31	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D2	M1	46	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D2	M2	43	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D3	M1	41	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D3	M2	48	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D4	M1	56	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D4	M2	41	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D5	M1	53	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D5	M2	27	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D6	M1	52	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D6	M2	40	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D7	M1	54	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D7	M2	42	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D8	M1	21	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D8	M2	82	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D9	M1	54	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D9	M2	67	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D10	M1	44	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D10	M2	34	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D11	M1	42	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D11	M2	54	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D11	M3	75	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D12	M1	54	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D12	M2	41	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D13	M1	86	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D13	M2	89	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D14	M1	53	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D14	M2	34	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D15	M1	51	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D15	M2	60	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D16	M1	45	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D16	M2	57	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D17	M1	63	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D17	M2	29	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D18	M1	53	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D18	M2	40	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D19	M1	47	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D19	M2	16	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D20	M1	34	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D20	M2	82	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D21	M1	33	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D21	M2	42	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D22	M1	71	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D22	M2	42	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	226	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
Prov	Prov	16	NO	NJ State Question 1	Princeton - ELECTION - November 4, 2014
D1	M1	69	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D1	M2	138	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D1	M3	87	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D2	M1	99	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D2	M2	87	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D3	M1	89	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D3	M2	94	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D4	M1	89	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D4	M2	86	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D5	M1	123	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D5	M2	52	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D6	M1	140	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D6	M2	80	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D7	M1	83	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D7	M2	68	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D8	M1	43	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D8	M2	180	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D9	M1	92	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D9	M2	110	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D10	M1	93	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D10	M2	79	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D11	M1	106	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D11	M2	124	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D11	M3	173	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D12	M1	109	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D12	M2	73	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D13	M1	244	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D13	M2	171	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D14	M1	119	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D14	M2	89	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D15	M1	103	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D15	M2	121	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D16	M1	104	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D16	M2	137	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D17	M1	131	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D17	M2	53	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D18	M1	139	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D18	M2	93	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D19	M1	130	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D19	M2	53	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D20	M1	83	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D20	M2	160	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D21	M1	90	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D21	M2	93	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D22	M1	132	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D22	M2	80	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	542	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
Prov	Prov	37	YES	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D1	M1	23	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D1	M2	35	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D1	M3	25	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D2	M1	32	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D2	M2	26	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D3	M1	29	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D3	M2	43	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D4	M1	43	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D4	M2	45	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D5	M1	41	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D5	M2	20	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D6	M1	28	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D6	M2	22	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D7	M1	15	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D7	M2	16	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D8	M1	7	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D8	M2	26	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D9	M1	22	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D9	M2	17	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
